file,type,from,suggested
"helpdesk\add_asset.php","PHP die/exit","Unable to save uploaded photo.","die(__('Unable to save uploaded photo.'));"
"helpdesk\add_asset.php","PHP die/exit","Asset Code and Asset Name are required.","die(__('Asset Code and Asset Name are required.'));"
"helpdesk\add_asset.php","PHP die/exit","Invalid status.","die(__('Invalid status.'));"
"helpdesk\add_asset.php","PHP die/exit","Unable to save asset. Asset code may already exist.","die(__('Unable to save asset. Asset code may already exist.'));"
"helpdesk\add_user.php","HTML text","Add User","><?= __('Add User') ?><"
"helpdesk\add_user.php","HTML text","Create Admin / Head / Staff user with checkbox ticket visibility.","><?= __('Create Admin / Head / Staff user with checkbox ticket visibility.') ?><"
"helpdesk\add_user.php","HTML text",Back,"> <?= __('Back') ?><"
"helpdesk\add_user.php","HTML text","1. Basic User Info","><?= __('1. Basic User Info') ?><"
"helpdesk\add_user.php","HTML text","Login information.","><?= __('Login information.') ?><"
"helpdesk\add_user.php","HTML text","Full Name","><?= __('Full Name') ?><"
"helpdesk\add_user.php","HTML text",Username,"><?= __('Username') ?><"
"helpdesk\add_user.php","HTML text",Password,"><?= __('Password') ?><"
"helpdesk\add_user.php","HTML text","2. Role & Primary Branch","><?= __('2. Role & Primary Branch') ?><"
"helpdesk\add_user.php","HTML text","Only Admin, Head and Staff are supported.","><?= __('Only Admin, Head and Staff are supported.') ?><"
"helpdesk\add_user.php","HTML text",Role,"><?= __('Role') ?><"
"helpdesk\add_user.php","HTML text",Admin,"><?= __('Admin') ?><"
"helpdesk\add_user.php","HTML text",Head,"><?= __('Head') ?><"
"helpdesk\add_user.php","HTML text",Staff,"><?= __('Staff') ?><"
"helpdesk\add_user.php","HTML text","Primary Branch","><?= __('Primary Branch') ?><"
"helpdesk\add_user.php","HTML text","-- Select Branch --","><?= __('-- Select Branch --') ?><"
"helpdesk\add_user.php","HTML text","Profile PIC / Department","><?= __('Profile PIC / Department') ?><"
"helpdesk\add_user.php","HTML text","3. Ticket Visibility Permission","><?= __('3. Ticket Visibility Permission') ?><"
"helpdesk\add_user.php","HTML text","Final rule:","><?= __('Final rule:') ?><"
"helpdesk\add_user.php","HTML text","Admin sees all. Head sees checked Branch + checked PIC. Staff sees own Primary Branch + checked User Own PIC only.","> <?= __('Admin sees all. Head sees checked Branch + checked PIC. Staff sees own Primary Branch + checked User Own PIC only.') ?><"
"helpdesk\add_user.php","HTML text","Branch Access for Head","><?= __('Branch Access for Head') ?><"
"helpdesk\add_user.php","HTML text","Select All Branch","><?= __('Select All Branch') ?><"
"helpdesk\add_user.php","HTML text","Clear Branch","><?= __('Clear Branch') ?><"
"helpdesk\add_user.php","HTML text","PIC Access / User Own PIC","><?= __('PIC Access / User Own PIC') ?><"
"helpdesk\add_user.php","HTML text","Select All PIC","><?= __('Select All PIC') ?><"
"helpdesk\add_user.php","HTML text","Clear PIC","><?= __('Clear PIC') ?><"
"helpdesk\add_user.php","HTML text","Person In Charge","><?= __('Person In Charge') ?><"
"helpdesk\add_user.php","HTML text",Cancel,"><?= __('Cancel') ?><"
"helpdesk\add_user.php","HTML text","Create User","> <?= __('Create User') ?><"
"helpdesk\administration.php","HTML text","Administration Control Panel","> <?= __('Administration Control Panel') ?><"
"helpdesk\administration.php","HTML text","3-role system only: Admin, Head, Staff. Tick the functions here once and every user under that role follows it.","><?= __('3-role system only: Admin, Head, Staff. Tick the functions here once and every user under that role follows it.') ?><"
"helpdesk\administration.php","HTML text","Total Users","><?= __('Total Users') ?><"
"helpdesk\administration.php","HTML text",Head,"><?= __('Head') ?><"
"helpdesk\administration.php","HTML text",Staff,"><?= __('Staff') ?><"
"helpdesk\administration.php","HTML text",Branches,"><?= __('Branches') ?><"
"helpdesk\administration.php","HTML text","Active PIC","><?= __('Active PIC') ?><"
"helpdesk\administration.php","HTML text","Role Permission Checkbox Matrix","><?= __('Role Permission Checkbox Matrix') ?><"
"helpdesk\administration.php","HTML text","Admin always has all permissions and is not shown. Head / Staff are controlled here globally.","><?= __('Admin always has all permissions and is not shown. Head / Staff are controlled here globally.') ?><"
"helpdesk\administration.php","HTML text","Tick all Head","><?= __('Tick all Head') ?><"
"helpdesk\administration.php","HTML text","Clear Head","><?= __('Clear Head') ?><"
"helpdesk\administration.php","HTML text","Tick all Staff","><?= __('Tick all Staff') ?><"
"helpdesk\administration.php","HTML text","Clear Staff","><?= __('Clear Staff') ?><"
"helpdesk\administration.php","HTML text",Function,"><?= __('Function') ?><"
"helpdesk\administration.php","HTML text",Head,"><?= __('Head') ?><"
"helpdesk\administration.php","HTML text",Staff,"><?= __('Staff') ?><"
"helpdesk\administration.php","HTML text",Description,"><?= __('Description') ?><"
"helpdesk\administration.php","HTML text","Menu / Page Access","><?= __('Menu / Page Access') ?><"
"helpdesk\administration.php","HTML text","Action Permission","><?= __('Action Permission') ?><"
"helpdesk\administration.php","HTML text","Save Role Permissions","> <?= __('Save Role Permissions') ?><"
"helpdesk\administration.php","PHP die/exit","Access Denied","die(__('Access Denied'));"
"helpdesk\announcements.php","HTML text","query(""SELECT COUNT(*) FROM announcements a WHERE (a.start_date IS NULL OR a.start_date","><?= __('query(""SELECT COUNT(*) FROM announcements a WHERE (a.start_date IS NULL OR a.start_date') ?> <"
"helpdesk\announcements.php","HTML text","'admin' AND branch IS NOT NULL AND branch","> <?= __('\'admin\' AND branch IS NOT NULL AND branch') ?> <"
"helpdesk\announcements.php","HTML text",to,"> <?= __('to') ?> <"
"helpdesk\announcements_original.php","HTML text","📢 Announcements","><?= __('📢 Announcements') ?><"
"helpdesk\announcements_original.php","HTML text","Company notices and internal updates","><?= __('Company notices and internal updates') ?><"
"helpdesk\announcements_original.php","HTML text","Add Announcement","><?= __('Add Announcement') ?><"
"helpdesk\announcements_original.php","HTML text","Active Only","><?= __('Active Only') ?><"
"helpdesk\announcements_original.php","HTML text",All,"><?= __('All') ?><"
"helpdesk\announcements_original.php","HTML text",Search,"><?= __('Search') ?><"
"helpdesk\announcements_original.php","HTML text",Active:,">
                <?= __('Active:') ?>
                <"
"helpdesk\announcements_original.php","HTML text",to,">
                <?= __('to') ?>
                <"
"helpdesk\announcements_original.php","HTML text","· Posted by",">
                <?= __('· Posted by') ?> <"
"helpdesk\announcements_original.php","HTML text",Delete,"><?= __('Delete') ?><"
"helpdesk\announcements_original.php","HTML text","No announcements found.","><?= __('No announcements found.') ?><"
"helpdesk\announcements_original.php",placeholder,"Search announcement...","placeholder=""<?= __('Search announcement...') ?>"""
"helpdesk\announcements_original.php","JS dialog","Delete this announcement?","confirm(<?= json_encode(__('Delete this announcement?')) ?>)"
"helpdesk\announcement_read_report.php","HTML text","Announcement Read Status","><?= __('Announcement Read Status') ?><"
"helpdesk\announcement_read_report.php","HTML text",Back,"><?= __('Back') ?><"
"helpdesk\announcement_read_report.php","HTML text","Branch Summary","><?= __('Branch Summary') ?><"
"helpdesk\announcement_read_report.php","HTML text",Branch,"><?= __('Branch') ?><"
"helpdesk\announcement_read_report.php","HTML text","Read %","><?= __('Read %') ?><"
"helpdesk\announcement_read_report.php","HTML text","User Details","><?= __('User Details') ?><"
"helpdesk\announcement_read_report.php","HTML text",Branch,"><?= __('Branch') ?><"
"helpdesk\announcement_read_report.php","HTML text",Username,"><?= __('Username') ?><"
"helpdesk\announcement_read_report.php","HTML text","Full Name","><?= __('Full Name') ?><"
"helpdesk\announcement_read_report.php","HTML text",Role,"><?= __('Role') ?><"
"helpdesk\announcement_read_report.php","HTML text",Status,"><?= __('Status') ?><"
"helpdesk\announcement_read_report.php","HTML text","Read At","><?= __('Read At') ?><"
"helpdesk\asset_history.php","HTML text",Back,"> <?= __('Back') ?>
            <"
"helpdesk\asset_history.php","HTML text","Asset Code","><?= __('Asset Code') ?><"
"helpdesk\asset_history.php","HTML text",Branch,"><?= __('Branch') ?><"
"helpdesk\asset_history.php","HTML text",Status,"><?= __('Status') ?><"
"helpdesk\asset_history.php","HTML text",Brand,"><?= __('Brand') ?><"
"helpdesk\asset_history.php","HTML text",Model,"><?= __('Model') ?><"
"helpdesk\asset_history.php","HTML text","Serial No","><?= __('Serial No') ?><"
"helpdesk\asset_history.php","HTML text",Location,"><?= __('Location') ?><"
"helpdesk\asset_history.php","HTML text",Remark,"><?= __('Remark') ?><"
"helpdesk\asset_history.php","HTML text",Action,"><?= __('Action') ?><"
"helpdesk\asset_history.php","PHP die/exit","Asset not found","die(__('Asset not found'));"
"helpdesk\asset_list.php","HTML text","Asset Management","><?= __('Asset Management') ?><"
"helpdesk\asset_list.php","HTML text","Manage POS, printers, scanners, PCs, network equipment and photos.","><?= __('Manage POS, printers, scanners, PCs, network equipment and photos.') ?><"
"helpdesk\asset_list.php","HTML text","Add Asset","><?= __('Add Asset') ?><"
"helpdesk\asset_list.php","HTML text","All Status","><?= __('All Status') ?><"
"helpdesk\asset_list.php","HTML text",Active,"><?= __('Active') ?><"
"helpdesk\asset_list.php","HTML text",Repair,"><?= __('Repair') ?><"
"helpdesk\asset_list.php","HTML text",Inactive,"><?= __('Inactive') ?><"
"helpdesk\asset_list.php","HTML text",Disposed,"><?= __('Disposed') ?><"
"helpdesk\asset_list.php","HTML text",Search,"><?= __('Search') ?><"
"helpdesk\asset_list.php","HTML text",Reset,"><?= __('Reset') ?><"
"helpdesk\asset_list.php","HTML text",Photo,"><?= __('Photo') ?><"
"helpdesk\asset_list.php","HTML text",No.,"><?= __('No.') ?><"
"helpdesk\asset_list.php","HTML text","Asset Code","><?= __('Asset Code') ?><"
"helpdesk\asset_list.php","HTML text",Branch,"><?= __('Branch') ?><"
"helpdesk\asset_list.php","HTML text",Location,"><?= __('Location') ?><"
"helpdesk\asset_list.php","HTML text",Status,"><?= __('Status') ?><"
"helpdesk\asset_list.php","HTML text","Serial No","><?= __('Serial No') ?><"
"helpdesk\asset_list.php","HTML text",Tickets,"><?= __('Tickets') ?><"
"helpdesk\asset_list.php","HTML text",Action,"><?= __('Action') ?><"
"helpdesk\asset_list.php","HTML text","No Photo","><?= __('No Photo') ?><"
"helpdesk\asset_list.php","HTML text",History,"><?= __('History') ?><"
"helpdesk\asset_list.php","HTML text",Edit,"><?= __('Edit') ?><"
"helpdesk\asset_list.php","HTML text",Disable,"><?= __('Disable') ?><"
"helpdesk\asset_list.php","HTML text",Enable,"><?= __('Enable') ?><"
"helpdesk\asset_list.php","HTML text",Delete,"><?= __('Delete') ?><"
"helpdesk\asset_list.php","HTML text","No assets found.","><?= __('No assets found.') ?><"
"helpdesk\asset_list.php","HTML text","No Photo","><?= __('No Photo') ?><"
"helpdesk\asset_list.php","HTML text",Branch,"><?= __('Branch') ?><"
"helpdesk\asset_list.php","HTML text",Location,"><?= __('Location') ?><"
"helpdesk\asset_list.php","HTML text","Serial No","><?= __('Serial No') ?><"
"helpdesk\asset_list.php","HTML text","Brand / Model","><?= __('Brand / Model') ?><"
"helpdesk\asset_list.php","HTML text",History,"><?= __('History') ?><"
"helpdesk\asset_list.php","HTML text",Edit,"><?= __('Edit') ?><"
"helpdesk\asset_list.php","HTML text",Disable,"><?= __('Disable') ?><"
"helpdesk\asset_list.php","HTML text",Enable,"><?= __('Enable') ?><"
"helpdesk\asset_list.php","HTML text","No assets found.",">
            <?= __('No assets found.') ?>
        <"
"helpdesk\asset_list.php","HTML text","Asset Photo","><?= __('Asset Photo') ?><"
"helpdesk\asset_list.php",placeholder,"Search asset code, name, branch, serial no...","placeholder=""<?= __('Search asset code, name, branch, serial no...') ?>"""
"helpdesk\asset_list.php",title,"Cannot delete asset with linked tickets","title=""<?= __('Cannot delete asset with linked tickets') ?>"""
"helpdesk\asset_list.php",alt,"Asset photo","alt=""<?= __('Asset photo') ?>"""
"helpdesk\asset_list.php",alt,"Asset photo","alt=""<?= __('Asset photo') ?>"""
"helpdesk\asset_list.php",alt,"Asset photo preview","alt=""<?= __('Asset photo preview') ?>"""
"helpdesk\asset_list.php",aria-label,Close,"aria-label=""<?= __('Close') ?>"""
"helpdesk\asset_list.php","JS dialog","Delete this asset permanently?\n\nIf this asset has related tickets, deletion will be blocked.","confirm(<?= json_encode(__('Delete this asset permanently?\\n\\nIf this asset has related tickets, deletion will be blocked.')) ?>)"
"helpdesk\asset_list.php","JS dialog","Disable this asset?","confirm(<?= json_encode(__('Disable this asset?')) ?>)"
"helpdesk\asset_list.php","JS dialog","Enable this asset?","confirm(<?= json_encode(__('Enable this asset?')) ?>)"
"helpdesk\asset_type_management.php","HTML text","Asset Type Management","><?= __('Asset Type Management') ?><"
"helpdesk\asset_type_management.php","HTML text","Maintain Asset Type list used by Add Asset, Edit Asset and Asset filtering.","><?= __('Maintain Asset Type list used by Add Asset, Edit Asset and Asset filtering.') ?><"
"helpdesk\asset_type_management.php","HTML text","Back to Administration","><?= __('Back to Administration') ?><"
"helpdesk\asset_type_management.php","HTML text","Add Asset Type","><?= __('Add Asset Type') ?><"
"helpdesk\asset_type_management.php","HTML text","Asset Type Name","><?= __('Asset Type Name') ?><"
"helpdesk\asset_type_management.php","HTML text","Sort Order","><?= __('Sort Order') ?><"
"helpdesk\asset_type_management.php","HTML text","Add Asset Type","><?= __('Add Asset Type') ?><"
"helpdesk\asset_type_management.php","HTML text","Asset Type List","><?= __('Asset Type List') ?><"
"helpdesk\asset_type_management.php","HTML text",No.,"><?= __('No.') ?><"
"helpdesk\asset_type_management.php","HTML text","Asset Type","><?= __('Asset Type') ?><"
"helpdesk\asset_type_management.php","HTML text",Sort,"><?= __('Sort') ?><"
"helpdesk\asset_type_management.php","HTML text",Status,"><?= __('Status') ?><"
"helpdesk\asset_type_management.php","HTML text",Used,"><?= __('Used') ?><"
"helpdesk\asset_type_management.php","HTML text",Action,"><?= __('Action') ?><"
"helpdesk\asset_type_management.php","HTML text","No asset type found.","><?= __('No asset type found.') ?><"
"helpdesk\asset_type_management.php","HTML text",Active,"><?= __('Active') ?><"
"helpdesk\asset_type_management.php","HTML text",Inactive,"><?= __('Inactive') ?><"
"helpdesk\asset_type_management.php","HTML text",Save,"><?= __('Save') ?><"
"helpdesk\asset_type_management.php","HTML text",Delete,"><?= __('Delete') ?><"
"helpdesk\asset_type_management.php","HTML text","In Use","><?= __('In Use') ?><"
"helpdesk\asset_type_management.php","HTML text","Linked pages:","><?= __('Linked pages:') ?><"
"helpdesk\asset_type_management.php",placeholder,"Example: POS, Printer, Router","placeholder=""<?= __('Example: POS, Printer, Router') ?>"""
"helpdesk\asset_type_management.php",title,"Already used by assets. Disable instead.","title=""<?= __('Already used by assets. Disable instead.') ?>"""
"helpdesk\asset_type_management.php","JS dialog","Delete this unused asset type?","confirm(<?= json_encode(__('Delete this unused asset type?')) ?>)"
"helpdesk\assign_ticket.php","PHP die/exit","Invalid ticket.","die(__('Invalid ticket.'));"
"helpdesk\assign_ticket.php","PHP die/exit","Ticket not found.","die(__('Ticket not found.'));"
"helpdesk\assign_ticket.php","PHP die/exit","Access Denied","die(__('Access Denied'));"
"helpdesk\assign_ticket.php","PHP die/exit","Invalid assigned user selected.","die(__('Invalid assigned user selected.'));"
"helpdesk\assign_to_management.php","HTML text",Back,"> <?= __('Back') ?>
    <"
"helpdesk\assign_to_management.php","HTML text","Example: IT Team, KIAT, Vendor, POS Support.","><?= __('Example: IT Team, KIAT, Vendor, POS Support.') ?><"
"helpdesk\assign_to_management.php","HTML text","Email Optional","><?= __('Email Optional') ?><"
"helpdesk\assign_to_management.php","HTML text",Add,"> <?= __('Add') ?>
                <"
"helpdesk\assign_to_management.php","HTML text","Inactive items will not appear in Create Ticket / 指派工单 dropdown.","><?= __('Inactive items will not appear in Create Ticket / 指派工单 dropdown.') ?><"
"helpdesk\assign_to_management.php","HTML text",No.,"><?= __('No.') ?><"
"helpdesk\assign_to_management.php","HTML text",Email,"><?= __('Email') ?><"
"helpdesk\assign_to_management.php","HTML text",Status,"><?= __('Status') ?><"
"helpdesk\assign_to_management.php","HTML text",Action,"><?= __('Action') ?><"
"helpdesk\assign_to_management.php","HTML text",Active,"><?= __('Active') ?><"
"helpdesk\assign_to_management.php","HTML text",Inactive,"><?= __('Inactive') ?><"
"helpdesk\assign_to_management.php","HTML text",Active,"><?= __('Active') ?><"
"helpdesk\assign_to_management.php","HTML text",Inactive,"><?= __('Inactive') ?><"
"helpdesk\assign_to_management.php","HTML text",Save,">
                                    <?= __('Save') ?>
                                <"
"helpdesk\assign_to_management.php","HTML text",Toggle,">
                                    <?= __('Toggle') ?>
                                <"
"helpdesk\assign_to_management.php","HTML text",Delete,">
                                    <?= __('Delete') ?>
                                <"
"helpdesk\assign_to_management.php",placeholder,optional@email.com,"placeholder=""<?= __('optional@email.com') ?>"""
"helpdesk\assign_to_management.php",placeholder,Search...,"placeholder=""<?= __('Search...') ?>"""
"helpdesk\assign_to_management.php",placeholder,"Email optional","placeholder=""<?= __('Email optional') ?>"""
"helpdesk\attachment_preview.php","HTML text","Your browser cannot play this video.",">
                    <?= __('Your browser cannot play this video.') ?>
                <"
"helpdesk\attachment_preview.php","HTML text",Voice,"> <?= __('Voice') ?><"
"helpdesk\attachment_preview.php","HTML text",Preview,"> <?= __('Preview') ?><"
"helpdesk\attachment_preview.php","HTML text",Download,"> <?= __('Download') ?><"
"helpdesk\attachment_preview.php","HTML text",Download,"> <?= __('Download') ?><"
"helpdesk\attachment_preview.php",title,Download,"title=""<?= __('Download') ?>"""
"helpdesk\attachment_preview.php",aria-label,"Play voice","aria-label=""<?= __('Play voice') ?>"""
"helpdesk\attachment_preview.php",aria-label,Close,"aria-label=""<?= __('Close') ?>"""
"helpdesk\attachment_preview.php",aria-label,Close,"aria-label=""<?= __('Close') ?>"""
"helpdesk\attachment_stream.php","HTML text","$end || $start","> <?= __('$end || $start') ?> <"
"helpdesk\attachment_upload_helper.php","PHP die/exit","Invalid uploaded file.","die(__('Invalid uploaded file.'));"
"helpdesk\attachment_upload_helper.php","PHP die/exit","Invalid attachment type. Allowed: jpg, jpeg, png, gif, webp, pdf, doc, docx, xls, xlsx, mp3, m4a, wav, aac, ogg, webm, mp4, mov, m4v","die(__('Invalid attachment type. Allowed: jpg, jpeg, png, gif, webp, pdf, doc, docx, xls, xlsx, mp3, m4a, wav, aac, ogg, webm, mp4, mov, m4v'));"
"helpdesk\attachment_upload_helper.php","PHP die/exit","Failed to upload attachment.","die(__('Failed to upload attachment.'));"
"helpdesk\audit_logs.php","HTML text","Track login, logout, create, edit, delete and export activities.","><?= __('Track login, logout, create, edit, delete and export activities.') ?><"
"helpdesk\audit_logs.php","HTML text","🖨 Print","><?= __('🖨 Print') ?><"
"helpdesk\audit_logs.php","HTML text","⬇ Export CSV","><?= __('⬇ Export CSV') ?><"
"helpdesk\audit_logs.php","HTML text","Export CSV","><?= __('Export CSV') ?><"
"helpdesk\audit_logs.php","HTML text",Showing,"><?= __('Showing') ?> <"
"helpdesk\audit_logs.php","HTML text",of,"> <?= __('of') ?> <"
"helpdesk\audit_logs.php","HTML text","filtered records","> <?= __('filtered records') ?><"
"helpdesk\audit_logs.php","HTML text",Page,"><?= __('Page') ?> <"
"helpdesk\audit_logs.php","HTML text",ID:,"><?= __('ID:') ?> <"
"helpdesk\audit_logs.php","HTML text",Showing,"><?= __('Showing') ?> <"
"helpdesk\audit_logs.php","HTML text",to,"> <?= __('to') ?> <"
"helpdesk\audit_logs.php","HTML text",of,"> <?= __('of') ?> <"
"helpdesk\audit_logs.php","HTML text",records,"> <?= __('records') ?><"
"helpdesk\audit_logs.php","HTML text","‹ Previous","><?= __('‹ Previous') ?><"
"helpdesk\audit_logs.php","HTML text","Next ›","><?= __('Next ›') ?><"
"helpdesk\audit_logs.php",placeholder,"Search user, action or details...","placeholder=""<?= __('Search user, action or details...') ?>"""
"helpdesk\branch_management.php","HTML text","Branch Management","><?= __('Branch Management') ?><"
"helpdesk\branch_management.php","HTML text","Add, edit, disable or delete branch records.","><?= __('Add, edit, disable or delete branch records.') ?><"
"helpdesk\branch_management.php","HTML text",Back,"> <?= __('Back') ?>
    <"
"helpdesk\branch_management.php","HTML text","Add Branch","><?= __('Add Branch') ?><"
"helpdesk\branch_management.php","HTML text","Add, edit, disable or delete branch records.","><?= __('Add, edit, disable or delete branch records.') ?><"
"helpdesk\branch_management.php","HTML text","Branch Code","><?= __('Branch Code') ?><"
"helpdesk\branch_management.php","HTML text","Branch Name","><?= __('Branch Name') ?><"
"helpdesk\branch_management.php","HTML text",Add,"> <?= __('Add') ?>
                <"
"helpdesk\branch_management.php","HTML text","Branch List","><?= __('Branch List') ?><"
"helpdesk\branch_management.php","HTML text","Inactive items will not appear in dropdowns. Used records are disabled instead of deleted to protect old tickets.","><?= __('Inactive items will not appear in dropdowns. Used records are disabled instead of deleted to protect old tickets.') ?><"
"helpdesk\branch_management.php","HTML text",No.,"><?= __('No.') ?><"
"helpdesk\branch_management.php","HTML text","Branch Code","><?= __('Branch Code') ?><"
"helpdesk\branch_management.php","HTML text","Branch Name","><?= __('Branch Name') ?><"
"helpdesk\branch_management.php","HTML text",Status,"><?= __('Status') ?><"
"helpdesk\branch_management.php","HTML text",Action,"><?= __('Action') ?><"
"helpdesk\branch_management.php","HTML text",Active,"><?= __('Active') ?><"
"helpdesk\branch_management.php","HTML text",Inactive,"><?= __('Inactive') ?><"
"helpdesk\branch_management.php","HTML text",Save,"><?= __('Save') ?><"
"helpdesk\branch_management.php","HTML text",Toggle,"><?= __('Toggle') ?><"
"helpdesk\branch_management.php","HTML text",Delete,"><?= __('Delete') ?><"
"helpdesk\branch_management.php","HTML text","No records found.","><?= __('No records found.') ?><"
"helpdesk\branch_management.php",placeholder,Search...,"placeholder=""<?= __('Search...') ?>"""
"helpdesk\branch_management.php","JS dialog","Delete this item?","confirm(<?= json_encode(__('Delete this item?')) ?>)"
"helpdesk\category_management.php","HTML text","Category Management","><?= __('Category Management') ?><"
"helpdesk\category_management.php","HTML text","Add, edit, disable or delete Ticket Category options.","><?= __('Add, edit, disable or delete Ticket Category options.') ?><"
"helpdesk\category_management.php","HTML text",Back,"> <?= __('Back') ?>
    <"
"helpdesk\category_management.php","HTML text","Add Category","><?= __('Add Category') ?><"
"helpdesk\category_management.php","HTML text","Add, edit, disable or delete Ticket Category options.","><?= __('Add, edit, disable or delete Ticket Category options.') ?><"
"helpdesk\category_management.php","HTML text","Category Name","><?= __('Category Name') ?><"
"helpdesk\category_management.php","HTML text","Default Priority","><?= __('Default Priority') ?><"
"helpdesk\category_management.php","HTML text",Add,"> <?= __('Add') ?>
                <"
"helpdesk\category_management.php","HTML text","Category List","><?= __('Category List') ?><"
"helpdesk\category_management.php","HTML text","Inactive items will not appear in dropdowns. Used records are disabled instead of deleted to protect old tickets.","><?= __('Inactive items will not appear in dropdowns. Used records are disabled instead of deleted to protect old tickets.') ?><"
"helpdesk\category_management.php","HTML text",No.,"><?= __('No.') ?><"
"helpdesk\category_management.php","HTML text","Category Name","><?= __('Category Name') ?><"
"helpdesk\category_management.php","HTML text","Default Priority","><?= __('Default Priority') ?><"
"helpdesk\category_management.php","HTML text",Status,"><?= __('Status') ?><"
"helpdesk\category_management.php","HTML text",Action,"><?= __('Action') ?><"
"helpdesk\category_management.php","HTML text",Active,"><?= __('Active') ?><"
"helpdesk\category_management.php","HTML text",Inactive,"><?= __('Inactive') ?><"
"helpdesk\category_management.php","HTML text",Save,"><?= __('Save') ?><"
"helpdesk\category_management.php","HTML text",Toggle,"><?= __('Toggle') ?><"
"helpdesk\category_management.php","HTML text",Delete,"><?= __('Delete') ?><"
"helpdesk\category_management.php","HTML text","No records found.","><?= __('No records found.') ?><"
"helpdesk\category_management.php",placeholder,Search...,"placeholder=""<?= __('Search...') ?>"""
"helpdesk\category_management.php","JS dialog","Delete this item?","confirm(<?= json_encode(__('Delete this item?')) ?>)"
"helpdesk\closed_tickets.php","HTML text",'.h($label).',"><?= __('\'.h($label).\'') ?> <"
"helpdesk\closed_tickets.php","HTML text",'.$icon.',"><?= __('\'.$icon.\'') ?><"
"helpdesk\closed_tickets.php","HTML text",Export,">
        <?= __('Export') ?>
    <"
"helpdesk\closed_tickets.php","HTML text","Search / Filter",">
        <?= __('Search / Filter') ?>
    <"
"helpdesk\closed_tickets.php","HTML text",Export,"> <?= __('Export') ?><"
"helpdesk\closed_tickets.php","HTML text","Open only when needed","><?= __('Open only when needed') ?><"
"helpdesk\closed_tickets.php","HTML text","Export Closed CSV","> <?= __('Export Closed CSV') ?>
            <"
"helpdesk\closed_tickets.php","HTML text","Search / Filter","> <?= __('Search / Filter') ?><"
"helpdesk\closed_tickets.php","HTML text",Search,"><?= __('Search') ?><"
"helpdesk\closed_tickets.php","HTML text",Branch,"><?= __('Branch') ?><"
"helpdesk\closed_tickets.php","HTML text","All Branches","><?= __('All Branches') ?><"
"helpdesk\closed_tickets.php","HTML text",Priority,"><?= __('Priority') ?><"
"helpdesk\closed_tickets.php","HTML text","All Priorities","><?= __('All Priorities') ?><"
"helpdesk\closed_tickets.php","HTML text",Search,"> <?= __('Search') ?><"
"helpdesk\closed_tickets.php","HTML text",Reset,"><?= __('Reset') ?><"
"helpdesk\closed_tickets.php","HTML text",No.,"><?= __('No.') ?><"
"helpdesk\closed_tickets.php","HTML text",Action,"><?= __('Action') ?><"
"helpdesk\closed_tickets.php","HTML text",View,"><?= __('View') ?><"
"helpdesk\closed_tickets.php",placeholder,"Search ticket no, title, description, PIC, assignee...","placeholder=""<?= __('Search ticket no, title, description, PIC, assignee...') ?>"""
"helpdesk\closed_tickets.php","JS dialog","Delete this closed ticket? This action cannot be undone.","confirm(<?= json_encode(__('Delete this closed ticket? This action cannot be undone.')) ?>)"
"helpdesk\closed_tickets.php","JS dialog","Delete this closed ticket? This action cannot be undone.","confirm(<?= json_encode(__('Delete this closed ticket? This action cannot be undone.')) ?>)"
"helpdesk\create_ticket.php","HTML text",'+escapeHtml(CT_I18N.no_suggested_article)+',"><?= __('\'+escapeHtml(CT_I18N.no_suggested_article)+\'') ?><"
"helpdesk\create_ticket.php","HTML text","' + fileIcon(f) + '","><?= __('\' + fileIcon(f) + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(f.name||'attachment') + '","><?= __('\' + escapeHtml(f.name||\'attachment\') + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(formatFileSize(f.size||0)) + '","><?= __('\' + escapeHtml(formatFileSize(f.size||0)) + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + safeTitle + '","><?= __('\' + safeTitle + \'') ?><"
"helpdesk\create_ticket.php","HTML text","⏱ ' + escapeHtml(slaHours) + ' ' + escapeHtml(CT_I18N.hours) + '","><?= __('⏱ \' + escapeHtml(slaHours) + \' \' + escapeHtml(CT_I18N.hours) + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(CT_I18N.branch) + '","><?= __('\' + escapeHtml(CT_I18N.branch) + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(branchText) + '","><?= __('\' + escapeHtml(branchText) + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(CT_I18N.person_in_charge) + '","><?= __('\' + escapeHtml(CT_I18N.person_in_charge) + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(picText) + '","><?= __('\' + escapeHtml(picText) + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(CT_I18N.assign_to) + '","><?= __('\' + escapeHtml(CT_I18N.assign_to) + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(assignText) + '","><?= __('\' + escapeHtml(assignText) + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(CT_I18N.asset_equipment) + '","><?= __('\' + escapeHtml(CT_I18N.asset_equipment) + \'') ?><"
